,Name,Overview,Genres,Origin Country,Origin Country Detailed,Original Language,Original Language Detailed,Original Name,First Air Date,Year,Total Fans,Combined Average Score,TMDB Popularity,TMDB Users,TMDB Vote Average,Anilist Users,Anilist Average Score,Source Material,Is Adult,TMDB ID,Anilist ID
57,Ex-Arm,2014: Akira Natsume seems to almost have a phobia of electrical devices while also being very good at diagnosing them. He resolves to change himself for the better and get a girlfriend like his older brother did. ...But then Akira suddenly dies in an accident. 16 years later a special policewoman and her android partner retrieve and activate a highly advanced AI and superweapon called EX-ARM and put it into full control of their ship as a last resort. Turns out the AI is actually just Akira's brain!,,Japan Only,'Japan',Japanese,Japanese,ã‚¨ã‚¯ã‚¹ã‚¢ãƒ¼ãƒ ,11/1/2021,2021,2,5.5,89.345,2,5.5,,,,TRUE,92401,
58,SK8 the Infinity,"""S"" is a dangerous, top secret, no-holds-barred downhill skateboarding race down an abandoned mine. When avid skateboarder Reki takes Langa to the mountain where ""S"" is held, Langa, whoâ€™s never been on a skateboard in his life, finds himself sucked into the world of ""S"" and...?!","'Action', 'Comedy', 'Sports'",Japan Only,'Japan',Japanese,Japanese,SKâˆž ã‚¨ã‚¹ã‚±ãƒ¼ã‚¨ã‚¤ãƒˆ,10/1/2021,2021,72307,81.99900425,50.591,1,10,72306,82,Original,FALSE,110309,124153
59,Horimiya,"A secret life is the one thing they have in common. At school, Hori is a prim and perfect social butterfly, but the truth is she's a brash homebody. Meanwhile, under a gloomy facade, Miyamura hides a gentle heart, along with piercings and tattoos. In a chance meeting, they both reveal a side they've never shown. Could this blossom into something new?","'Comedy', 'Romance', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,ãƒ›ãƒªãƒŸãƒ¤,10/1/2021,2021,46326,83.98041704,136.692,12,8.4,46314,84,Original,FALSE,110070,72451
60,Dr. Ramune: Mysterious Disease Specialist,"So long as people have hearts, there will be those with worries and concerns. Those hearts are then invaded by something strange, causing them to show strange physical symptoms. These ailments, called ""mysterious diseases,"" exist unseen to most people. Modern medicine offers no cure, but there is one doctor who fights these diseases along with his pupils. His name is Ramune. He looks nothing like a doctor, is foul-mouthed, and does whatever he pleases, but he has the ability to pinpoint the cause of the troubles hidden deep within his patients' hearts and cure their mysterious diseases.","'Drama', 'Psychological', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,æ€ªç—…åŒ»ãƒ©ãƒ ãƒ,10/1/2021,2021,8686,66.9929772,60.767,1,6,8685,67,Manga,FALSE,108952,123779
61,Aikatsu Planet!,"Its story is set in Aikatsu Planet, a world where everyone can become cute idols using an avatar. While spending school life, the main characters are aiming to become top idols. Everyday parts such as the main character's school life will be filmed in live-action, and the Aikatsu Planet! world will be drawn in anime and 3DCG (like the previous series). The live-action part's cast members will form a unit ""STARRY PLANET*"" and perform as idols at events and on YouTube. A new Data Carddass game linked to the TV series, ""Data Carddass Aikatsu Planet!"" is also scheduled to begin its service this winter.",'Music',Japan Only,'Japan',Japanese,Japanese,ã‚¢ã‚¤ã‚«ãƒ„ãƒ—ãƒ©ãƒãƒƒãƒˆï¼,10/1/2021,2021,588,67,2.162,0,0,588,67,Original,FALSE,107315,128872
62,Cells at Work! Code Black,"Alcohol, smoking, and stressâ€”in the body subjected to these irritants, the cells responsible for maintaining life seem to fight a war that never ends. Due to a severe shortage of workers, Red Blood Cell AA2153 has to quickly learn to deliver oxygen and collect carbon dioxide, even in dangerous conditions. Meanwhile, White Blood Cell U-1196 has to do her part by dealing with germs and viruses during life-threatening situations. In the midst of these crises, they have to work together to keep the body healthy, despite not knowing if their sacrifices will be worthwhile. Cells at Work! Code Black takes a different approach by showing the grittier side of the jobs our cells perform.","'Action', 'Drama', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ã¯ãŸã‚‰ãç´°èƒžBLACK,10/1/2021,2021,2467,74.91645724,14.195,3,6.3,2464,75,Manga,FALSE,101873,103586
63,Idoly Pride,"High school student Kotono Nagase moves into a dorm with nine other aspiring idols, who quickly realize it takes more than cute choreography and cute outfits to advance in the idol-ranking VENUS program... where the top spot is held by Kotonoâ€™s older sister.","'Drama', 'Music', 'Slice of Life', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,IDOLY PRIDE,10/1/2021,2021,6065,64.9797197,27.483,2,3.5,6063,65,Original,FALSE,100935,113814
64,Kemono Jihen,"When a series of animal bodies that rot away after a single night begin appearing in a remote mountain village, Inugami, a detective from Tokyo who specializes in the occult, is called to investigate.

While working the case, he befriends a strange boy who works in the field every day instead of going to school. Shunned by his peers and nicknamed ""DorotabÅ"" after a yokai that lives in the mud, he helps Inugami uncover the truth behind the killings â€“ but supernatural forces are at work, and while DorotabÅ is just a nickname, it might not be the only thing about the boy that isn't human.","'Action', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,æ€ªç‰©äº‹å¤‰,10/1/2021,2021,40198,74.99151699,90.499,5,6.8,40193,75,Manga,FALSE,100022,114085
65,Skate-Leadingâ˜†Stars,"Kensei Maeshima left figure skating behind, now only using his athleticism to help several high school teams. But his rival announces a shift to a team sport, bringing a kid familiar with Kenseiâ€™s past to offer him an invite to the world of skate-leading.","'Drama', 'Sports'",Japan Only,'Japan',Japanese,Japanese,ã‚¹ã‚±ãƒ¼ãƒˆãƒªãƒ¼ãƒ‡ã‚£ãƒ³ã‚°â˜†ã‚¹ã‚¿ãƒ¼ã‚º,10/1/2021,2021,7644,62.99188906,29.245,1,1,7643,63,Original,FALSE,96042,113585
66,WIXOSS DIVA(A)LIVE,,,Japan Only,'Japan',Japanese,Japanese,WIXOSS DIVA(A)LIVE,9/1/2021,2021,2037,49.97790869,59.402,1,5,2036,50,Others,FALSE,110371,116944
67,Scar on the Praeter,"In the wake of a rebellion in the Akatsuki Special Ward of Tokyo, agents known as the Scard rise up to become the protectors of peace. With Divine Tattoos that each possess unique powers, theyâ€™ll have to fight to preserve their own definitions of justice.","'Action', 'Fantasy', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ãƒ—ãƒ¬ã‚¤ã‚¿ã®å‚·,9/1/2021,2021,5024,48,25.26,0,0,5024,48,Original,FALSE,108977,123785
68,The Hidden Dungeon Only I Can Enter,"The Hidden Dungeon is a place of legend where rare treasures and items are hidden. Nor, the third son of an impoverished noble family who's lost the one job offer he had, was lucky enough to hear about this dungeon. He then acquires a skill that allows him to create, bestow, and edit skills... and in order to use it, he needs to accumulate points by carrying out such tasks as eating delicious meals and doing sexual things with alluring members of the opposite sex.","'Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy'",Japan Only,'Japan',Japanese,Japanese,ä¿ºã ã‘å…¥ã‚Œã‚‹éš ã—ãƒ€ãƒ³ã‚¸ãƒ§ãƒ³ ï½žã“ã£ãã‚Šé›ãˆã¦ä¸–ç•Œæœ€å¼·ï½ž,9/1/2021,2021,3130,62.78300319,172.443,12,6.4,3118,63,Light Novel,FALSE,103157,103850
69,Back Arrow,"Lingalind is a land enclosed by the Wall. The Wall covers, protects, cultivates, and nurtures the land. One day in Edger, a village on the outskirts of Lingalind, a mysterious man named Back Arrow appears. Arrow has lost his memory, but he claims that all he knows is that ""I came from outside the Wall.â€","'Action', 'Adventure', 'Fantasy', 'Mecha', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ãƒãƒƒã‚¯ãƒ»ã‚¢ãƒ­ã‚¦,9/1/2021,2021,6638,54.99291955,58.75,1,8,6637,55,Original,FALSE,96942,114307
70,Idolls!,Go for Hoi Hoi Hall! This is the passionate but relaxed 10 day story of struggling idols who fight to fill a 100 seat concert hall!,'Music',Japan Only,'Japan',Japanese,Japanese,ã‚¢ã‚¤ãƒ‰ãƒ¼ãƒ«ã‚ºï¼,8/1/2021,2021,1110,48,37.693,0,0,1110,48,Original,FALSE,110792,124555
71,2.43: Seiin High School Boys Volleyball Team,"Kimichika Haijima was a strong junior high school volleyball team member. After getting into trouble with the team, he moved to his mother's hometown and reunites with his childhood friend, Yuni Kuroba. The two become an ace pair at volleyball, but in their last tournament, get into a big fight. Will they ever play volleyball together again?","'Drama', 'Slice of Life', 'Sports'",Japan Only,'Japan',Japanese,Japanese,2.43 æ¸…é™°é«˜æ ¡ç”·å­ãƒãƒ¬ãƒ¼éƒ¨,8/1/2021,2021,27116,62.99200472,68.221,4,8.8,27112,63,Others,FALSE,105004,113231
72,"So I'm a Spider, So What?","I, the protagonist, was just an ordinary high school girl, but suddenly I was reincarnated as a spider monster in a fantasy world. Not only that, but I awakened in a dungeon filled with vicious monsters. Armed with only my human knowledge and my overwhelming positivity, I'm forced to use spiderwebs and traps to defeat far stronger monsters just to stay alive... So begins the labyrinth survival story of a girl with incredible mental strength living as one of the lowest-ranked beasts!","'Adventure', 'Comedy', 'Fantasy'",Japan Only,'Japan',Japanese,Japanese,èœ˜è››ã§ã™ãŒã€ãªã«ã‹ï¼Ÿ,8/1/2021,2021,2602,82.85280553,60.776,5,6.4,2597,83,Original,FALSE,99618,86406
73,Bottom-tier Character Tomozaki,"Tomozaki is one of the best gamers in Japan, and in his opinion, the game of real life is one of the worst. No clear-cut rules for success, horribly balanced, and nothing makes sense. But then he meets a gamer who's just as good as him, and she offers to teach him a few exploits...","'Comedy', 'Romance', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,å¼±ã‚­ãƒ£ãƒ©å‹å´Žãã‚“,8/1/2021,2021,1473,77.90156144,66.055,2,5.5,1471,78,Original,FALSE,99083,99758
74,ABCiee Working Diary,"ABCiee is a bit klutzy and ditsy, but he's full of spunk and he starts his dream job at a TV station! This is a work comedy filled with all kinds of hijinks! ""I never knew it was so hard working at a TV station, ciee!"" Despite having to face the unknown rules of the TV business, unique coworkers, and guest stars who have very particular quirks, ABCiee takes them head on with his positivity. Work, love, family, whatever goes!! Please watch over ABCiee as he takes on the TV business.",'Comedy',Japan Only,'Japan',Japanese,Japanese,ã‚¨ãƒ“ã‚·ãƒ¼ä¿®æ¥­æ—¥è¨˜,7/1/2021,2021,419,48,10.476,0,0,419,48,Others,FALSE,112895,127692
75,Show By Rock!! Stars!!,,'Music',Japan Only,'Japan',Japanese,Japanese,SHOW BY ROCK!! STARS!!,7/1/2021,2021,2030,72,4.354,0,0,2030,72,Video Game,FALSE,110651,113476
76,Heaven's Design Team,"I made the light, the water, and the earth below. Now it's time to make the life that dwells upon it. Actually... that sounds like a giant headache, so I'll contract it out! Heaven's Design Team is an agency that creates made-to-order life forms for their client, God. Why does this life form look like that? Why does this life form live this way? Watch the trials and successes of the designers and engineers forced to breathe life into God's absurd requests!","'Comedy', 'Fantasy', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,å¤©åœ°å‰µé€ ãƒ‡ã‚¶ã‚¤ãƒ³éƒ¨,7/1/2021,2021,515,69.7631068,31.576,2,9,513,70,Original,FALSE,105044,102879
77,Hortensia Saga,"Despite the constant threat of invasion by neighboring countries who covet Hortensiaâ€™s fertile lands, Hortensia has long managed to avoid the maelstrom of war thanks to its two main territories, the principalities of Olivier and Camelia, serving as its sword and shield. But on December 5, 767, Camelia suddenly rises in revolt against Hortensia...","'Action', 'Adventure', 'Drama', 'Fantasy'",Japan Only,'Japan',Japanese,Japanese,ã‚ªãƒ«ã‚¿ãƒ³ã‚·ã‚¢ãƒ»ã‚µãƒ¼ã‚¬,7/1/2021,2021,7060,53,68.365,0,0,7060,53,Video Game,FALSE,104852,114301
78,LBX Girls,"In an unplanned field trip, Riko is transported to an alternate Japan where metal-based life forms known as Mimesis ravage the world. Only girls equipped with LBX armored weaponry can stand up to this scourge. Joined by four other displaced young women, Riko will have to adapt to save humanity. The hope of a planet now rests on these heavy metal soldiers who desire one wishâ€”to return home again!","'Action', 'Mecha', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,è£…ç”²å¨˜æˆ¦æ©Ÿ,7/1/2021,2021,2102,49,14.802,0,0,2102,49,Video Game,FALSE,104155,119123
79,Iâ˜…Chu: Halfway Through the Idol,"Youths aiming to become full-fledged idols enroll in the Ã‰toile Vio School where the students are called IChu. But soon after they begin, Kuma Kocho gets them off to a rocky start with a single phrase...?! As they each work toward their individual goals, their activities as idols make the IChu begin to wonder... ""What is an idol?"" In their struggle to find an answer, the springtime of the IChu's lives is whittled out in glittering moments and flashes of brilliance. Their story begins now!",'Music',Japan Only,'Japan',Japanese,Japanese,ã‚¢ã‚¤â˜…ãƒãƒ¥ã‚¦ HALFWAY THROUGH THE IDOL,6/1/2021,2021,2483,58.97825211,42.58,1,5,2482,59,Video Game,FALSE,112667,109010
80,Ajisai no Chiru Koro ni,Yuuta Yamano and Shinomiya Natsuha are dating. But it seems that he has no idea that she is hiding a secret relationship that gives her more satisfaction than dating him.,'Hentai',Japan Only,'Japan',Japanese,Japanese,ç´«é™½èŠ±ã®æ•£ãƒ«é ƒã«,7/1/2021,2021,68,68,3.719,0,0,68,68,Original,TRUE,116181,125065
81,Gekidol,"Five years after a mystifying disaster decimates cities across the globe, Seria Morino receives an invitation to join Alice in Theater, a small stage troupe that takes it upon themselves to brighten the world through their performances.","'Drama', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ã‚²ã‚­ãƒ‰ãƒ«,5/1/2021,2021,3265,53,55.05,0,0,3265,53,Original,FALSE,110207,124131
82,Suppose a Kid From the Last Dungeon Boonies Moved to a Starter Town?,"Lloyd is a novice adventurer whose dream is to discover ""true strength"" in the capital he's always admired, despite growing up with neighbors who always considered him weak. The story starts with him departing from his hometown, which just so happens to be located right next to...one of the most dangerous dungeons in the world?!","'Adventure', 'Fantasy'",Japan Only,'Japan',Japanese,Japanese,ãŸã¨ãˆã°ãƒ©ã‚¹ãƒˆãƒ€ãƒ³ã‚¸ãƒ§ãƒ³å‰ã®æ‘ã®å°‘å¹´ãŒåºç›¤ã®è¡—ã§æš®ã‚‰ã™ã‚ˆã†ãªç‰©èªž,4/1/2021,2021,1052,67.66178707,48.222,6,8.7,1046,68,Light Novel,FALSE,100825,100311
83,Otherside Picnic,"Friendless college girl Sorawo finds a door to another world one day - a strangely post-apocalyptic-feeling Otherside with serene emptiness, which becomes her new â€œspecial place.â€ There, she meets one other human, the beautiful and independent Toriko, and they explore the abandoned Otherside together.","'Action', 'Fantasy', 'Horror', 'Mystery'",Japan Only,'Japan',Japanese,Japanese,è£ä¸–ç•Œãƒ”ã‚¯ãƒ‹ãƒƒã‚¯,4/1/2021,2021,1197,77.88638262,32.414,2,10,1195,78,Others,FALSE,100077,106176
84,Jimihen!! Pure Heterosexual Exchange That Changes a Reserved Girl,"The story follows Rena Yukuhasahi, a reserved office lady and Ryouhei Hachiya, a businessman and fellow colleague. Yukuhasahi appears to be the most reserved girl in the company, but becomes a super beautiful woman when she dresses up. Flustered in the presence of her transformed self, Hachiya insists on taking her out, only to find themselves in front of a love hotel.",,Japan Only,'Japan',Japanese,Japanese,ã˜ã¿ã¸ã‚“ã£!!ï½žåœ°å‘³å­ã‚’å¤‰ãˆã¡ã‚ƒã†çº¯å¼‚æ€§äº¤éŠï½ž,3/1/2021,2021,5,6.6,14.949,5,6.6,,,,TRUE,113360,
